ComCd,EndDt,CashEqv,AccRec,OthRecIntrDivid,Inventories,OthCurrAss,TotCurrAss,TotalFixAss,IntangAss,TotNCurrAss,TotAss,AccPay,TotCurLia,TotNCurLia,TotLiab,PaidCap,CapResFund,RetainProf,TotShareEquit,TotLiabEquit,TotOpRev,OpRev,TotOpCost,RDExp,OpProf,TotProf,NetProf,NetProfContOper,BasicEPS,NetOpCashFl,NetInvCashFl,NetFinanCashFl,NetProf,FixAssDepr,DeferTaxDecr,InventDecr,BasicEPS,ROE,ROA,EBIT,Opeprfrt,Currt,Qckrt,CashRt,Netprfgrrt,Totassgrrt,ARTrat,Currat,Dbastrt,EqumulDP
C600604,2019/12/31,2140878215,414870708.7,450019917.8,7997793272,113909128.2,11174404666,19474940.66,160801.87,7038526688,18212931353,861200172.3,4616943693,6046432867,10663376560,1873304804,3083264353,1256017503,7549554793,18212931353,1090382410,1090382410,896436795.8,,377402688.8,378425460.4,267986691.4,267986691.4,0.11,-292149798.7,-20122404.77,701848108.5,267986691.4,157989442.4,-8161347.26,-661551895.8,0.11,3.362,1.5516,600160579.5,34.612,2.4203,0.688,47.5529,-0.4401,11.4005,4.5357,0.0991,58.5484,2.7901
C600604,2020/12/31,771836028.7,83146577.78,144770624.2,9950112284,191281136.9,11238866705,14287727.96,202015.3,7870275890,19109142595,935123945.1,6615846991,4115067376,10730914367,1873304804,3121943598,1387003440,8378228227,19109142595,1202345645,1202345645,1036494082,,233547503.8,237990794.2,181912628.2,181912628.2,0.09,-1544780919,-128933125.2,306137517,181912628.2,187588536.8,-30559385.76,-1952319012,0.09,2.7185,0.9748,526858265.5,19.4243,1.6988,0.1948,13.1039,-32.1188,4.9207,4.8285,0.1073,56.1559,2.9287
C600604,2021/12/31,1419712824,245939704.3,23256874.89,8786802830,173236668.9,10715104759,14795146.38,925833.46,10443397681,21158502440,1057148198,6065507167,6644954345,12710461512,1873304804,3121943598,1366436608,8448040928,21158502440,1114107381,1114107381,1051167576,,206581849.4,208475315.7,129612344.8,129612344.8,0.06,-450986516.8,63796210.47,1034029344,129612344.8,245785493,-6349806.34,-1233942839,0.06,1.7602,0.6438,554003680,18.5424,1.7666,0.3179,24.3798,-28.7502,10.7245,6.7709,0.1015,60.0726,3.0971
C600633,2019/12/31,1626132911,187295422.4,50070121.98,4782400.62,637270311.4,3154553912,484413563.8,1203675513,8038662350,11193216262,243763075.2,2074574927,60545855.03,2135120782,1301923953,3179966706,3696054706,9058095480,11193216262,2827311232,2827311232,2312416679,429669215,772960216.3,761833430.6,690207443.2,641620935.5,0.4,769218069.5,-621373872,431131464.5,690207443.2,36428434.55,-11430052.43,-1434433.61,0.4,6.3239,6.507,745720326.7,27.3391,1.5206,1.5183,107.0775,20.5364,11.0163,14.4452,0.9298,19.0751,1.3406
C600633,2020/12/31,808463066.7,209976343.4,65292368.64,13803221.31,421095347.8,2569492276,571130736.1,1047792235,8617737721,11187229996,330683162.5,1713860429,188660652.2,1902521081,1301923953,3181655914,4065185417,9284708915,11187229996,3538782258,3538782258,2659969195,512601955.7,821620014.1,822185315.5,709209758.8,723511202.7,0.4,1034654851,-1353378182,-503472748.6,709209758.8,55075625.13,4522209.26,-7343881.02,0.4,6.0775,6.3378,836045406.4,23.2176,1.4992,1.4912,105.7026,4.1619,-0.1563,17.6916,1.2309,17.0062,1.3624
C600633,2021/12/31,841663803.1,230867487.1,65178691.98,27168224.26,187008262.4,2263951169,1060418227,889840603,9641800812,11905751981,284840642.3,1692331975,500420049.8,2192752025,1265730523,2987496183,4469424040,9712999956,11905751981,3063942902,3063942902,2310676352,482752486.3,730582083,728602500.4,631298872.6,620346465.2,0.41,1024382209,-670635270.2,-318732601.5,631298872.6,75113349.68,1339388.15,-13594541.66,0.41,5.7876,5.4675,739118674.5,23.8445,1.3378,1.3217,101.9536,-10.9856,5.8965,13.9004,1.2678,18.4176,1.3347
C600640,2019/12/31,3409601678,960522499,164932702.1,14858919.82,43804770.98,5136922590,755130402.4,317631569.4,1685832301,6822754891,843320294.4,1539344055,238123765.6,1777467821,795695940,2385223598,1102739138,5045287070,6822754891,4178346153,4178346153,4022172735,143554221.5,208702253.1,232407775.2,157602469.9,157602469.9,0.18,-196613772.2,-59606365.46,-105447010.7,157602469.9,92740447.34,-12093083.24,4160907.95,0.1786,3.1295,2.3322,147111657.8,4.9949,3.3371,3.3274,221.4971,-42.7287,0.8713,4.7583,0.8132,26.0521,1.507
C600640,2020/12/31,1566772406,969753041,287628120.1,16993892.42,490218004.7,3783959200,700069783.8,286253856.4,2830907267,6614866466,987634275.3,1559785710,63212344.9,1622998055,795695940,2385223598,1013481690,4991868412,6614866466,4449226016,4449226016,4561825442,148348098.7,-13797901.55,-11178306.31,14542981.2,14542981.2,0.01,-80422846.63,-251791630.9,-62289984.19,14542981.2,88283538.56,-33858619.51,-2134972.6,0.013,0.2288,0.2165,-96287828.49,-0.3101,2.4259,2.4151,100.4479,-90.7724,-3.047,4.6099,0.9975,24.5356,1.4853
C600640,2021/12/31,1406075151,592211562.9,353302587.8,14578457.14,55351700.08,3063426812,649767741.9,211262358.2,2925750833,5989177645,790427226.5,1317004756,34963123.86,1351967880,795695940,2388195897,649029213.7,4637209765,5989177645,4610932482,4610932482,4931830440,170452611.7,-348696052.1,-345384151.5,-354448161.8,-354448161.8,-0.45,73598389.69,47209305.68,-33511927.64,-354448161.8,87447519.66,11216781.5,2101423.99,-0.4493,-8.6162,-5.6244,-435598859.4,-7.5624,2.3261,2.315,117.1062,-2537.2455,-9.4588,5.904,1.3468,22.5735,1.456
C600662,2019/12/31,1261939313,174674290.1,139996232.1,366054306.5,32951805.44,2871164272,1680102863,1314209496,4152873187,7024037459,77013389.66,3279992610,188896779.1,3468889389,1053362191,680675800.6,1020137067,3555148070,7024037459,3836303756,3836303756,3894826547,4242583.56,150309830.2,150088411.6,97730740.26,97730740.26,0.09,582829603.1,-657798530.2,783090710.4,97730740.26,507236745.5,-22359593.56,116742340,0.0885,2.8962,1.4877,157396126.3,3.9181,0.8754,0.7638,56.1315,30.5378,14.4712,22.456,1.7062,49.386,2.0289
C600662,2020/12/31,1604965092,154407157.7,121548017.7,328315869.7,29949396.9,2640851379,1561957048,1314234364,4214652989,6855504368,71611805.18,3176465742,125405552.6,3301871294,1053362191,680257649.1,1014311555,3553633074,6855504368,2701061162,2701061162,2875282614,6327499.14,100873244.8,96072176.38,56355004.26,56355004.26,0.06,443483856.5,-10947688.68,-79124460.25,56355004.26,469610179.1,15895219.57,35939879.21,0.0554,1.8044,0.8121,96181227.07,3.7346,0.8314,0.728,57.623,-42.3365,-2.3994,16.4158,0.9801,48.1638,2.1497
C600662,2021/12/31,9403623195,324586750.8,1885360786,16422269.49,7495721.61,12639801357,129047124,130296056.4,1011609988,13651411345,1522267797,9617917817,64723234.41,9682641051,2263279450,615728409.1,859995302.7,3968770294,13651411345,11453924631,11453924631,10828597655,34536229.91,776699214.9,774765424.3,586714476.8,586714476.8,0.31,2119060731,-692583718,852687532.4,586714476.8,28996654.29,-8053774.2,-3188953.16,0.3109,13.9964,5.7221,686241586.6,6.7811,1.3142,1.3125,104.0222,8.7295,31.8601,31.8217,1.0439,70.9278,3.8999
C600686,2019/12/31,5799943493,10806623675,192089890.7,1768801757,223812177.3,21200989010,1854264624,604772651.3,4764614172,25965603182,6583192753,16547096881,3765753900,20312850781,606738511,808203663.4,1825987009,5652752401,25965603182,17890590953,17890590953,17593936390,692910494.5,243974947.3,251246755.8,234494375.3,234494375.3,0.24,1557816016,-503782410,-663118937.5,234494375.3,226978340.6,11601737.8,-333578675.5,0.24,4.0902,0.9056,304439284.9,1.3637,1.2813,1.1744,43.7931,14.064,-0.0557,1.5436,0.8245,78.2298,6.2266
C600686,2020/12/31,4689181523,6711751744,166337827.1,1913847147,135436516.7,17740862356,1823810035,624394381.5,5979937824,23720800180,5520268892,13989683474,3412536653,17402220127,717047417,1393633319,1785128838,6318580053,23720800180,13957873917,13957873917,13931970167,627731120.8,97793958.1,100285552.3,60762143.74,60762143.74,-0.02,170453438.2,-911203512.5,-360674106.3,60762143.74,226174878.6,34398868.74,-266426538,-0.02,0.6245,0.2446,152224672.5,0.7006,1.2681,1.1313,45.2038,-74.088,-8.6453,1.927,0.7243,73.3627,5.2067
C600686,2021/12/31,6576334592,6126095533,224490854.8,2537146423,169312576.5,20342464602,2656703276,651066514.2,5742185539,26084650141,6360094442,15359863148,5652081195,21011944342,717047417,1387011693,1145649949,5072705799,26084650141,15418415895,15418415895,16082131244,643104305,-793652759.1,-787064239.5,-776046696.9,-776046696.9,-0.89,1886619898,-1022240477,947302982.4,-776046696.9,231705239.8,-8403925.54,-705278761,-0.89,-14.6826,-3.1163,-753873342.8,-5.1474,1.3244,1.1592,59.5187,-1377.1878,9.0537,2.402,0.8097,80.5529,5.4575
C600690,2019/12/31,36178815683,11015871060,2163517803,28228600972,6985966115,1.01E+11,21180057212,10687071783,86907091672,1.87E+11,33750567046,95609737446,26854638569,1.22E+11,6579566627,4435890845,32468121744,64989860268,1.87E+11,2.01E+11,2.01E+11,1.93E+11,6266936518,14449443890,14630608798,12334392517,9021527221,1.29,15082630943,-10961583141,-6012963226,12334392517,3766641387,631902444.8,-3949038185,1.286,17.1362,6.9656,15827491878,7.1973,1.0516,0.7564,52.7544,24.5942,11.5191,18.6327,2.0489,65.3303,4.0573
C600690,2020/12/31,46461329427,15930024287,1717152946,29446973405,3283888901,1.14E+11,20895504722,10017867646,89211905157,2.03E+11,36302971944,1.09E+11,25955638379,1.35E+11,9027846441,15009027407,38445132172,68111007172,2.03E+11,2.10E+11,2.10E+11,2.00E+11,6860161572,13597954953,13554480465,11322616277,11322616277,1.34,17599111716,-5264150809,-1025923098,11322616277,3950237132,-495054794.8,-3118305579,1.337,13.285,5.7929,14395392085,6.4837,1.0444,0.7752,57.3738,-8.2029,8.5382,15.5664,1.9528,66.5236,3.408
C600690,2021/12/31,45857170275,14631018397,1955082163,39863171040,3918981117,1.24E+11,22307089801,9549607918,93851717230,2.17E+11,42344857144,1.25E+11,11579578226,1.36E+11,9398704530,22549345569,47907134329,81082961426,2.17E+11,2.28E+11,2.28E+11,2.13E+11,8357332946,15876477983,15916030549,13217067179,13217067179,1.41,23129640418,-8066823538,-15641428144,13217067179,3897853176,115721268.2,-11473856376,1.41,16.3725,6.2801,16063893880,6.977,0.9905,0.671,49.6791,16.6642,6.8607,14.8919,1.9133,62.7135,2.8705
C600693,2019/12/31,646104237.2,53847873.89,426171411.3,2921062069,69129385.18,4153612096,865864647.1,3737289.28,4686244209,8839856305,1014440449,3043101834,2960585588,6003687421,898229148,110937378.9,1436748913,2836168884,8839856305,4100058390,4100058390,3967423313,,466421797.6,452300739.3,329447241.4,329447241.4,0.37,142782606.2,148036915.9,-272182768.7,329447241.4,100772974.1,-13097243.12,-460236070.6,0.3743,13.2064,3.8186,564559420.2,11.376,1.3649,0.405,21.2318,19.2186,4.9904,64.6612,1.0074,67.9161,3.58
C600693,2020/12/31,650260410,32363161.92,350872431.5,2876833861,67805032.71,4019934268,927512984.3,4540846.71,7940096688,11960030955,820059793.5,3612250599,4162723797,7774974396,898229148,111067011.3,2534695048,4185056559,11960030955,1824041979,1824041979,1778055240,,413733248.3,394896285.1,269571801.9,269572098.2,0.24,-68434219.39,-1062017463,1171648599,269571801.9,37938107.45,26099815.94,-511096204.9,0.2352,5.6133,2.5921,525918631.6,22.6822,1.1129,0.3165,18.0015,-29.3172,16.9166,44.1532,0.4463,65.008,3.1454
C600693,2021/12/31,453293413.7,54062887.9,217940055.4,2986029493,99491341.27,3876903745,1508658974,8306814.84,10852165749,14729069494,841911792.6,5276371419,5425366917,10701738336,898229148,111067011.3,2310301084,4027331158,14729069494,1894616020,1894616020,1725706123,,263660329.3,258594784.2,177846731.8,177846731.8,0.14,409916768.2,-1129257846,549841356,177846731.8,41536237.78,-9301322.22,-414533329.3,0.1442,3.6512,1.3327,451630984.1,13.9163,0.7348,0.1688,8.591,-34.0262,9.9854,43.7341,0.478,72.6573,4.1803
C600718,2019/12/31,3262037155,1888505266,203869578,1533166968,79204292,7372146055,1635320656,571466021,7160156606,14532302661,859804329,4422586215,1264549005,5687135220,1242370295,1069209504,5564138982,8845167441,14532302661,8365778069,8365778069,8404577333,854573898,-114791739,-108864935,-167357767,-167357767,0.03,415681968,-684906610,653019680,-167357767,199784773,-5376886,-39381932,0.03,0.4253,-1.1906,-58377148,-1.3722,1.6669,1.3203,76.484,-62.028,7.1005,4.5076,1.1973,39.1344,1.5989
C600718,2020/12/31,2606539668,1264522613,239943990,3794077591,68446758,9389956818,1735210633,670433841,7017744157,16407700975,1150794183,6833081892,1131912846,7964994738,1242370295,1027837317,5293078420,8442706237,16407700975,7621987666,7621987666,7756899140,833505827,-54956756,20171216,-16522959,-16522959,0.11,560084412,-944317252,-240737304,-16522959,207602588,4311841,-961301412,0.11,1.5692,-0.1068,65565272,-0.721,1.3742,0.8189,50.2476,90.1272,3.5132,5.5732,0.8453,48.5442,1.9354
C600718,2021/12/31,2010849515,1019138393,218679886,4930393671,99196984,10649873606,1453078060,621344809,7655272786,18305146392,1157637128,7601520351,1044655822,8646176173,1242370295,1115721928,6378704754,9658970219,18305146392,8734802910,8734802910,8707722171,872614056,1157860376,1155719233,1031988732,1031988732,0.98,782735311,-1724742650,412830073,1031988732,189386955,-59412345,-1165566648,0.98,12.2478,5.9459,1184912573,13.2557,1.401,0.7524,47.0982,6345.7864,10.9675,7.6498,0.8718,47.2336,1.941
C600728,2019/12/31,1502006937,2391413509,82506363.61,2131071459,122086531.7,7034950802,31233538.37,385631949.1,2773940676,9808891478,1762591268,4116700264,773795630.2,4890495894,1670818826,1770677682,1255191467,4918395584,9808891478,5011851006,5011851006,4830169469,155186283.4,784067005.2,783239542.1,680954364.3,680954364.3,0.42,34254999.82,-462902446.9,-29657959.31,680954364.3,12760065.07,-35982275.78,-435867668.8,0.4201,13.9901,7.862,824260222.6,15.6443,1.7089,1.1912,47.0768,159.8665,22.0037,2.4345,0.765,49.8578,2.0038
C600728,2020/12/31,1502600066,2411215948,65907712.75,581147900.3,156782033,7652578577,34160896.76,412538203.1,2804878018,10457456595,1516001316,4765427808,193821820.4,4959249628,1757407497,2399828580,1222247187,5498206967,10457456595,4286485470,4286485470,4120094312,172299678,78791606.24,71819269.5,79747049.55,79747049.55,0.05,589630821.7,-898236474.3,254162103.2,79747049.55,10157233.2,-21660869.98,-224848436.2,0.0536,1.6841,0.787,70686713.94,1.8381,1.6059,1.4839,53.9763,-88.2889,8.7869,1.7411,0.5921,47.4231,1.9555
C600728,2021/12/31,1245615917,2623449298,57708636.86,584143736.2,143979999.6,6967123702,168815983.1,515764800,3850950324,10818074025,1734859360,4637582761,475489046.3,5113071807,1758229097,2400321075,1506082220,5705002219,10818074025,6223755175,6223755175,5863976213,219872912.3,356633273.6,352516353.6,306631577.7,306631577.7,0.18,381838771.2,-311533224.5,-288774621.2,306631577.7,10398886.94,-13766113.3,-2995835.9,0.1817,5.5457,2.8825,338961108.5,5.7302,1.5023,1.3764,33.5162,284.5052,1.9662,2.4724,0.8514,47.2642,1.927
C600733,2019/12/31,8969215531,20386218738,61783792.06,5751800658,6246562694,45959457761,5687011150,2810768401,13176300339,59135758100,6387148729,30600169279,10883600242,41483769521,3493659337,14108282048,-189043888.8,17651988579,59135758100,23588709598,23588709598,24851560788,438560466,-164689162.6,-155521535,3888884.11,3888884.11,0.03,-6377970074,-5698843781,14034822405,3888884.11,515364463.5,-335981120.3,-5217005108,0.0264,0.5293,0.0076,316882259.1,-0.6982,1.5019,1.314,33.4724,111.5371,29.3423,1.2287,0.5837,70.1501,3.0886
C600733,2020/12/31,3969664356,18265909309,20663973.47,4082568194,1613246060,29660085147,6463900694,3339997971,13965663492,43625748639,5118488974,21770826410,10471383603,32242210013,3493659337,14108282048,-6671484101,11383538626,43625748639,5272466221,5272466221,10367818713,973190903.2,-6559287490,-6561408265,-6476399870,-6476399870,-1.86,-6621357412,2996336069,158509162.9,-6476399870,520067190,-82969491.67,858833783.5,-1.8555,-59.3577,-12.6047,-5759509262,-124.4064,1.3624,1.1749,20.7445,-166636.2013,-26.2278,0.2728,0.1394,73.9064,3.6304
C600733,2021/12/31,6627340165,12810797011,29292479.22,1244403030,1614674257,24917679082,6166201329,3321213359,14163204130,39080883212,4278731957,19069187350,8326850884,27396038234,4287310130,18764461267,-11915265037,11684844978,39080883212,8696826071,8696826071,13009924461,1208156897,-5178686824,-5179870083,-5169879621,-5169879621,-1.3,4985342191,-2329955378,-243969174.4,-5169879621,595194270.2,-29507060.26,3695662628,-1.3035,-47.1501,-12.5017,-4532090350,-59.5469,1.3067,1.2414,41.1269,20.1736,-10.4595,0.5597,0.3187,70.1009,3.7531
C600757,2019/12/31,1651500550,775230499.4,109688725.4,1137011591,4094409222,8438141763,857913126.6,278604233,2380379738,10818521500,1461955599,3227039663,137376584,3364416247,1213650273,1813909580,3944858912,7454105254,10818521500,7671264812,7671264812,7034895661,90927219.59,833388741.3,818782888.3,803453768.6,803509862.7,0.65,849102487.4,-189625209.5,-168354775,803453768.6,75330491.39,-7708948.82,41754116.25,0.65,10.7905,7.5887,799293719.8,10.8638,2.6148,2.2625,67.6884,6.4688,4.4858,9.7002,0.9181,31.0987,1.5156
C600757,2020/12/31,2360929905,682729875.6,65941010.48,937876798.1,3909824746,8468359038,1043053278,263143263.1,2476733225,10945092263,1318708685,2887476794,127343855.5,3014820649,1213650273,1838833657,4395301183,7930271614,10945092263,6675054216,6675054216,6051109842,32028929.41,884108276.3,841615463.2,810831725.2,810640680.7,0.67,613432152.2,354673811.9,-256551175.6,810831725.2,83645184.83,14859338.15,-164908421.7,0.67,10.3583,7.4513,795086540.8,13.245,2.9328,2.608,96.201,1.4816,1.1347,9.1717,0.7893,27.545,1.4349
C600757,2021/12/31,2042549358,869756491.5,74345829.5,1165468535,4338485755,8925551211,1034891356,286491884.9,2765314368,11690865579,1324362767,3341207171,152657700.3,3493864872,1213650273,1839669113,4520584789,8197000707,11690865579,6023079153,6023079153,5265367409,25480917.87,777027150.2,713292194.3,700159705.8,700738331.2,0.57,994028072.4,-851439950.5,-463130798.8,700159705.8,83752523.19,6511209.25,-277480275.6,0.57,8.5508,6.1863,657851438.5,12.9008,2.6714,2.3225,72.4631,-13.6492,6.1722,7.7593,0.6926,29.8854,1.4154
C600797,2019/12/31,1020363040,1041347835,277397122.8,399663464.9,190617664.1,3087979525,694905467.3,71493452.2,3259194522,6347174047,795194334.8,1834021675,60870482.21,1894892157,1046635611,2047024641,1184360741,4452281890,6347174047,3760815254,3760815254,3522092568,291452002.4,132193005.1,128694369.4,89190706.09,89190706.09,0.05,354407168,92105433.33,-254387955.4,89190706.09,144682653.3,2169611.17,13331123.37,0.05,1.2858,1.3636,155347006,3.5275,1.6837,1.4658,57.998,-56.9294,-5.7491,3.6578,1.2157,29.8541,1.5028
C600797,2020/12/31,1039139982,864601027.6,183560730.3,394697895.8,47784818.65,2908521402,751919271.3,151197452.4,3441033470,6349554871,932693275.3,1851650425,123638340.5,1975288765,1027527102,1736925299,1204758397,4374266106,6349554871,3804153537,3804153537,3594055614,306382755.5,132343486,148157829.6,99489183.41,99489183.41,0.06,570384869.1,-373695389.2,-168963595,99489183.41,141521998.7,-11648342.63,4965569.14,0.06,1.4987,1.5672,172074231.4,3.4789,1.5708,1.3576,59.9964,11.5466,0.0375,4.415,1.2688,31.1091,1.5345
C600797,2021/12/31,999283596.5,867618653.5,102797328.4,415513364.2,75870446.79,2907889698,821273364.5,154548235.4,3771087725,6678977423,971436291.5,2210386089,734643295.8,2945029385,1027527102,1715562010,519473650.5,3733948038,6678977423,4245517147,4245517147,4207928357,352477571.3,-588460778.9,-592244762.9,-614423997.5,-614423997.5,-0.62,525933464.8,-615251495.9,72179295.97,-614423997.5,158522724.5,6057289.48,-26037580.66,-0.62,-18.3328,-9.432,-534866586.8,-13.8608,1.3156,1.1276,53.3291,-717.5787,-0.637,4.9018,1.4606,44.094,1.7888
C600804,2019/12/31,751851791,434575949.5,422924896,34894398.74,656725127.7,2432261247,5715623827,198649402.8,13384567357,15816828603,1451431406,14008656471,992178537.3,15000835008,1432394299,2417891429,-2710799899,815993594.9,15816828603,6049857296,6049857296,6434725054,280846730.9,-5814748509,-5920613907,-5777696173,-5777696173,-3.13,1048635841,-2170747728,188803025.2,-5777696173,1551587533,-57554457.91,28628689.32,-3.13,-766.2516,-29.8578,-5697372407,-96.1138,0.1736,0.1711,5.3671,-1633.6447,-30.8843,15.8552,1.9618,94.841,5.0592
C600804,2020/12/31,1113191123,431250224.6,780198638,14631483.22,224095407.5,2970362702,2681863171,119087454.3,8864543268,11834905970,726628347.2,7589028449,3267451336,10856479786,1432394299,2428560654,-2609903296,978426184.6,11834905970,5240092070,5240092070,5372724563,209660965.2,234208438.3,126300918.1,111095413,111095413,0.07,-268933548.3,1889905813,-2076391410,111095413,768765808.5,7077098.82,7840238.93,0.07,11.2058,0.8035,510721417.1,4.4695,0.3914,0.3895,14.6684,101.9228,-25.1752,12.1043,1.8975,91.7327,16.7494
C600804,2021/12/31,1126149661,311693399,390046933.8,13469882.21,178425080.9,4558300570,1832469263,96551426.1,4931481789,9489782359,773392928.4,6961322547,1271528104,8232850651,1697191806,3843143315,-3778137967,1256931708,9489782359,3951776990,3951776990,4536441341,174961406.3,-1338809785,-1384412477,-1368103423,-1368103423,-0.83,-23196870.96,-454314870,1290675098,-1368103423,298453319.3,29858689.3,930140.84,-0.83,-85.0449,-12.8312,-874260961.6,-33.8787,0.6548,0.6529,38.4565,-1331.4671,-19.8153,10.6382,1.0498,86.7549,9.3774
C600827,2019/12/31,14150725319,792886642.3,267650979.7,3301664086,563731712.4,20606343479,14666868197,3405948182,35086430490,55692773969,6158285599,23425355356,10339799891,33765155247,1784168117,2928476407,8707940684,21927618722,55692773969,50458773218,50458773218,49250920575,14644458.35,1481006154,1598108720,908025698.8,908025698.8,0.54,2623990328,1464467120,-1532130524,908025698.8,921360970.1,202140.6,-307312199.2,0.54,5.2365,1.7958,1614255234,2.9351,0.8797,0.7387,66.0046,0.1469,5.46,62.6753,2.5137,60.6275,3.1325
C600827,2020/12/31,16167250106,856946492.7,357208073.2,3235223076,421746538.9,21559228204,14675522986,3987055763,32586215103,54145443307,6060287334,23656395035,9023878300,32680273335,1784168117,2928476407,9330709309,21465169971,54145443307,35209406173,35209406173,34387539389,17421246.12,1553849413,1426864993,795469200.6,795469200.6,0.45,4448847646,43824455.3,-1737871651,795469200.6,959629212.7,-20030419.9,45925685.46,0.45,4.3591,1.4484,1387170644,4.4132,0.9113,0.7746,69.441,-12.3957,-2.7783,42.6824,1.6701,60.3565,3.0025
C600827,2021/12/31,15474281807,770519750.5,722991391.9,3367970929,708023088.1,22478476304,14769649021,3845136960,35366770162,57845246466,5492776467,24334251872,13039478215,37373730087,1784168117,3051080458,9147188395,20471516379,57845246466,34650149417,34650149417,33763922073,21762457.27,1062631457,1179632910,632787345.7,632787345.7,0.42,3723379560,-2568970293,-1753665264,632787345.7,980591101.3,-25498077.36,-136020697.1,0.42,4.2031,1.1301,1286110149,3.0667,0.9237,0.7853,68.5622,-17.0001,0.4355,44.2093,1.5718,64.6099,3.2495
C600936,2019/12/31,673191898.6,518715071.4,53591076.4,386021499.4,360978568.4,2284080988,4454869128,301124243.5,6822742882,9106823870,1471106714,3503492182,1812792248,5316284431,1671026239,1086250562,799701641.2,3790539440,9106823870,2229741014,2229741014,2417636331,75479492.46,102232530,111384104.1,109901937.8,109901937.8,0.07,453180800.9,-920057458,92186470.25,109901937.8,400852644.9,58898.61,-2186658.1,0.07,2.9014,1.2516,146621223.3,4.585,0.6519,0.5418,19.2926,-11.4969,7.8459,4.6821,0.9968,58.3769,2.3486
C600936,2020/12/31,979935645.3,607567193.8,49358293.68,387467620.9,414539237.2,2810767977,5162960171,299492963.2,7610369098,10421137075,1424099310,3569245983,3234351478,6803597460,1671026239,1086250562,624354081.9,3617539615,10421137075,2166274694,2166274694,2318768495,66017169.11,-147492862,-142963786.1,-142849899.5,-142849899.5,-0.09,288191044.1,-1363034542,1381932180,-142849899.5,426315423.4,,-20862338.4,-0.09,-3.9488,-1.463,-57934924.06,-6.8086,0.7875,0.6789,27.5633,-229.9794,14.4322,3.8791,0.8504,65.2865,2.6364
C600936,2021/12/31,1187591617,589277999,40648829.37,476100111.9,353134665.3,2997820956,5202654466,286326083.1,7633904616,10631725572,1141236945,3321784113,4042126623,7363910736,1671026239,1086250562,274629303.1,3267814836,10631725572,1849353948,1849353948,2205871019,67900092.4,-367791311.4,-349615143,-349724778.8,-349724778.8,-0.21,578164359.6,-943737894.7,573174724.5,-349724778.8,480547043.9,21532.74,-96837977.95,-0.21,-10.7021,-3.3223,-264174611.8,-19.8876,0.9025,0.7591,35.8892,-144.8198,1.5817,3.0904,0.6369,69.2636,3.0642
C601116,2019/12/31,2660054597,7254570,93077725.4,436979889.5,22710663.13,3292124549,979117226.3,94800020.57,1261286313,4553410862,537534408.9,1379137283,6625112.56,1385762395,547678400,1989326445,495602065.4,3167648466,4553410862,3978691022,3978691022,3825300944,,209144803.2,205694903.4,160497587.6,160497587.6,0.29,79446931.72,-23286176.02,-109535680,160497587.6,68905770.16,10893513.85,-112061076.7,0.29,5.0668,3.5699,103736997,5.2566,2.3871,2.0702,193.7245,43.7983,2.5943,586.4028,1.2252,30.4335,1.4308
C601116,2020/12/31,2752108229,8809206.64,17168104.18,349560280.8,14766510.21,3230183954,964691569.2,94397668.51,1271797839,4501981793,388337440.8,1313825695,7690925.41,1321516620,547678400,1989326445,497777731.5,3180465173,4501981793,4300095503,4300095503,4158334477,,164686276.5,163942238.4,122352386.3,122352386.3,0.22,105826083.1,-86403038.79,-109535680,122352386.3,75602827.23,-3435526.61,85824778.39,0.22,3.847,2.7023,59090204.69,3.8298,2.4586,2.1925,210.5882,-23.7668,-1.1295,535.3779,1.3186,29.3541,1.4265
C601116,2021/12/31,2813550073,13494529.39,22738185.18,382266712.6,18208510,3293348983,943546235.1,93872488.02,1667282084,4960631066,400322821.9,1512280357,347664178.2,1859944536,547678400,1989326445,410702312.4,3100686531,4960631066,3924648673,3924648673,3828052938,,126401437.1,125027059.6,88291957.41,88291957.41,0.16,308027234.5,57863532.02,-219804789.4,88291957.41,77652214.71,-2639273.57,-34582236.83,0.16,2.8475,1.8661,47144574.8,3.2207,2.1777,1.925,187.2014,-27.838,0.8014,351.9275,1.2126,37.4941,1.588
C601127,2019/12/31,4602698520,1597495061,143793388.6,2249208917,768676184.1,13769251743,6475344653,3126992321,16165851394,29935103137,5998963772,16808401393,5273071638,22081473031,939945382,2116380471,2000480387,7853630106,29935103137,18132005178,18132005178,18844588179,651400135.2,231148127.6,251873552.1,85396972.5,85396972.5,0.07,331593792.8,-1994928883,1028564485,85396972.5,697579914.3,2958061.49,-484122238.4,0.07,1.2037,0.3023,479153086.2,1.2748,0.8192,0.6854,28.9574,-82.8147,11.1452,11.7378,1.3409,73.7645,5.2243
C601127,2020/12/31,2931612314,671744618.4,42628077.17,1973707598,749469692.1,9701408932,7692852690,4163515868,16566185710,26267594642,5325148455,16247041777,4401521357,20648563134,1278439873,3357903101,207836460.4,5619031508,26267594642,14302475985,14302475985,16734427148,836979079.2,-2194526014,-2187176054,-2234419335,-2234419335,-1.49,1087930057,-1318539039,-1128650083,-2234419335,885184226.3,5173521.63,222882985.9,-1.49,-33.4778,-7.9513,-1958743285,-15.3437,0.5971,0.4756,19.1377,-2716.5088,-12.2515,21.9086,1.2188,78.6085,5.2495
